                Game of the Rope - Description of the internal state
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOM  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  WFRC SAB  7 SAB  9 SAB  8 SAB  7 SAB  7 - - - . - - - -  -
Game 1
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOG  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  WFRC SAB  7 SAB  9 SAB  8 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  WFRC SAB  7 SAB  9 SAB  8 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  ASTM SAB  7 SAB  9 SAB  8 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  ASTM SAB  7 SAB  9 SAB  8 SAB  8 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  ASTM SAB  7 SAB  9 SAB  8 SAB  8 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  8 SAB  7 SAB  8 SAB  9 SAB  8  ASTM SAB  7 SAB  9 SAB  8 SAB  8 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  8 SAB  8 SAB  8 SAB  9 SAB  8  ASTM SAB  7 SAB  9 SAB  8 SAB  8 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  8 SAB  8 SAB  8 SAB  9 SAB  9  ASTM SAB  7 SAB  9 SAB  8 SAB  8 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  8 SAB  8 SAB  8 SAB  9 SAB  9  ASTM SIP  7 SAB  9 SAB  8 SAB  8 SAB  8 5 - - . - - - -  -
TRY  ASTM SAB  8 SAB  8 SAB  8 SAB  9 SAB  9  ASTM SIP  7 SAB  9 SIP  8 SAB  8 SAB  8 5 7 - . - - - -  -
TRY  ASTM SIP  8 SAB  8 SAB  8 SAB  9 SAB  9  ASTM SIP  7 SAB  9 SIP  8 SAB  8 SAB  8 5 7 - . 0 - - -  -
TRY  ASTM SIP  8 SAB  8 SAB  8 SAB  9 SAB  9  ASTM SIP  7 SIP  9 SIP  8 SAB  8 SAB  8 5 7 6 . 0 - - -  -
TRY  ASTM SIP  8 SAB  8 SAB  8 SIP  9 SAB  9  ASTM SIP  7 SIP  9 SIP  8 SAB  8 SAB  8 5 7 6 . 0 3 - -  -
TRY  ASTM SIP  8 SAB  8 SIP  8 SIP  9 SAB  9  ASTM SIP  7 SIP  9 SIP  8 SAB  8 SAB  8 5 7 6 . 0 3 2 -  -
TRY  WATL SIP  8 SAB  8 SIP  8 SIP  9 SAB  9  ASTM SIP  7 SIP  9 SIP  8 SAB  8 SAB  8 5 7 6 . 0 3 2 -  -
TRY  WATL SIP  8 SAB  8 SIP  8 SIP  9 SAB  9  WATL SIP  7 SIP  9 SIP  8 SAB  8 SAB  8 5 7 6 . 0 3 2 -  -
