                Game of the Rope - Description of the internal state
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOM  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  WFRC SAB  8 SAB  6 SAB 10 SAB  7 SAB  7 - - - . - - - -  -
Game 1
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOG  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  WFRC SAB  8 SAB  6 SAB 10 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  WFRC SAB  8 SAB  6 SAB 10 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  ASTM SAB  8 SAB  6 SAB 10 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  7 - - - . - - - -  -
TRY  WFRC SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  7 SAB  6 SAB  7 SAB  7 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  7 SAB  7 SAB  7 SAB  7 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  7 SAB  7 SAB  7 SAB  8 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . - - - -  -
TRY  ASTM SAB  7 SAB  7 SIP  7 SAB  8 SAB  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . 2 - - -  -
TRY  ASTM SAB  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SAB  8 SAB  7 SAB 10 SAB  7 SAB  8 - - - . 2 4 - -  -
TRY  ASTM SAB  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SIP  8 SAB  7 SAB 10 SAB  7 SAB  8 5 - - . 2 4 - -  -
TRY  ASTM SAB  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SIP  8 SAB  7 SIP 10 SAB  7 SAB  8 5 7 - . 2 4 - -  -
TRY  ASTM SAB  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 - -  -
TRY  ASTM SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 0 -  -
TRY  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  ASTM SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 0 -  -
TRY  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 0 -  -
TRY  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 0 -  -
WTC  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL SIP  8 SAB  7 SIP 10 SIP  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL SIP  8 SAB  7 SIP 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL SIP  8 SAB  7 DYB 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL SIP  7 SAB  7 SIP  7 SAB  8 SIP  8  WATL DYB  8 SAB  7 DYB 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL SIP  7 SAB  7 SIP  7 SAB  8 DYB  8  WATL DYB  8 SAB  7 DYB 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL SIP  7 SAB  7 DYB  7 SAB  8 DYB  8  WATL DYB  8 SAB  7 DYB 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
WTC  WATL DYB  7 SAB  7 DYB  7 SAB  8 DYB  8  WATL DYB  8 SAB  7 DYB 10 DYB  7 SAB  8 5 7 8 . 2 4 0 1  0
