                Game of the Rope - Description of the internal state
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
001   001 001  7 001 10 001  7 001 10 001  7   001 001  6 001  7 001  9 001 10 001  6 - - - . - - - -  -
Game 1
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5       Trial        
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
002   001 001  7 001 10 001  7 001 10 001  7   001 001  6 001  7 001  9 001 10 001  6 - - - . - - - -  -
003   001 001  7 001 10 001  7 001 10 001  7   001 001  6 001  7 001  9 001 10 001  6 - - - . - - - -  -
003   001 001  7 001 10 001  7 001 10 001  7   002 001  6 001  7 001  9 001 10 001  6 - - - . - - - -  -
003   001 001  7 001 10 001  7 001 10 001  7   002 001  7 001  7 001  9 001 10 001  6 - - - . - - - -  -
003   001 001  7 001 10 001  7 001 10 001  7   002 001  7 001  7 001  9 001 10 001  7 - - - . - - - -  -
003   002 001  7 001 10 001  7 001 10 001  7   002 001  7 001  7 001  9 001 10 001  7 - - - . - - - -  -
003   002 001  8 001 10 001  7 001 10 001  7   002 001  7 001  7 001  9 001 10 001  7 - - - . - - - -  -
003   002 001  8 001 10 001  7 001 10 001  8   002 001  7 001  7 001  9 001 10 001  7 - - - . - - - -  -
003   002 001  8 001 10 001  7 001 10 001  8   002 001  7 002  7 001  9 001 10 001  7 6 - - . - - - -  -
003   002 001  8 001 10 001  7 001 10 001  8   002 001  7 002  7 002  9 001 10 001  7 6 7 - . - - - -  -
003   002 001  8 001 10 001  7 001 10 001  8   002 001  7 002  7 002  9 002 10 001  7 6 7 8 . - - - -  -
003   002 001  8 001 10 001  7 002 10 001  8   002 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 - - -  -
003   002 001  8 001 10 002  7 002 10 001  8   002 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 - -  -
003   002 001  8 002 10 002  7 002 10 001  8   002 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 -  -
003   003 001  8 002 10 002  7 002 10 001  8   002 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 -  -
003   003 001  8 002 10 002  7 002 10 001  8   003 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 -  -
003   003 001  8 002 10 002  7 002 10 001  8   003 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 -  -
004   003 001  8 002 10 002  7 002 10 001  8   003 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 1  0
004   003 001  8 002 10 003  7 002 10 001  8   003 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 1  0
004   003 001  8 002 10 003  7 003 10 001  8   003 001  7 002  7 002  9 002 10 001  7 6 7 8 . 3 2 1 1  0
